question,answer_text,distractor
"If you want to save money , you should",invite friends home and cook yourself,"'eat more food', 'go to the hotel', 'buy your cat'"
How do the children get their Christmas presents ?,. They look for and get them under the Christmas tree .,"'they are all all the main poison', 'the closet tears and the closet', 'their ears and the chickens'"
Which is the correct statement according to the passage ?,World Water Day fell on March 22 this year .,"'the of the death in northern america', '2 hour', '4 4 billion of the total of the world'"
What Kenneth J. Sher says suggests that,he is quite clear about what the important issue is,"'he does think it is good policy to be used', 'it does matter the person who does it', 'his mind does not be used to people'"
Which is the best way for small and hot places to get fresh water ?,The Symi 's way .,"'the sun', 'water and grass', 'it'"
Which of the following is NOT the cause of her bad behaviors as a teenager ?,Her classmates ' families were very rich .,"'the parents were good way to learn dolls', 'she did want to take the boy', 'parents could not worry about their children'"
"According to the writer , Adam Smith 's mistake was in believing that the division of labor",finally led to economic development,"'succeeded was president of the university', 'when was president of the university', 'he succeeded to refuse awareness for the company'"
"If your friend has her heart in the right place , she may",be kind to you,"'ask him to help the', 'try the best to find the beautiful', 'the child dislikes her'"
Some people claim that nuclear energy is necessary because,it can meet the growing demand of energy in an industrially developing society,"'it is the most advanced to the global warming', 'the population of the population of the world are been built', 'people do know how to use the use of the environment'"
We can learn from the passage that,blues rock gained a second birth in the 2000s,"'the tallest of prime bieber', 'explore the festival festival', 'was named in the festival festival'"
Which of the following is true about Ocean Park ?,"Ocean Park provides a complex of entertainment , education and conservation facilities .","'the city of the park is located center', 'it located and the center of', 'lake offers and offers transport'"
What is the problem of digital learning ?,You ca n't communicate with your classmates or teachers .,"'you can write some books', 'how you can write some information', 'it the students to learn the grammar'"
Why do people prefer old shoes to new ones ?,They are more comfortable .,"'they are painted roses', 'because the trees are too cheaper', 'it was wonderful of the best hotel'"
"According to the text , cloned plants",have a short growth cycle,"'are formed most effective as effective', 'cause poverty rate', 'have been caused by the problem of'"
Why did n't the writer agree to keep the cat ?,He wanted to help the cat find its owner .,"'he wanted to buy the flowers', 'the monkey could give him to the dog', 'his father asked him to help him'"
Many visitors come to the writer 's city to   ,see beautiful peacocks,"'give the old man', 'take old man', 'find out the date'"
